152  0.02  -0.5 0.01 0 0 18.9 0.061
153  0.04  -0.6 0.01 0 0 18.9 0.061
154  0.02  -0.5 0.01 0 0 18.9 0.061
155  0.04  -0.6 0.01 0 0 18.9 0.061
156  0.02  -0.5 0.01 0 0 18.9 0.061
157  0.04  -0.6 0.01 0 0 18.9 0.061
158  0.04  -0.6 0.01 0 0 18.9 0.061
159  0.02  -0.5 0.01 0 0 18.9 0.061
160  0.04  -0.6 0.01 0 0 18.9 0.061
161  0.04  -0.6 0.01 0 0 18.9 0.061
